text,category,priority,sentiment,resolution_time
Honestly My order has delivery delay,Trade,Low,-0.286,105
Good packaging and good quality,Product,Low,0.375,110
Honestly Received protein powder in damaged condition,Packaging,Low,-0.375,71
Everything is working fine,Packaging,Low,0.0,63
I am facing wrong billing please fix this,Trade,Low,0.0,109
I need help The box arrived already opened but Seal was wet angry this is not acceptable,Packaging,Medium,-0.444,46
My order has late shipment even The box arrived wet angry very bad service,Trade,Medium,-0.643,39
I want to complain There is late shipment for immunity booster please fix this,Trade,Low,-0.286,64
I want to complain protein powder order not updated,Trade,Low,0.0,109
There is delivery delay for herbal capsules and No response about wrong billing frustrated please fix this,Trade,Medium,-0.5,29
I need help Packaging is completely broken kindly resolve,Packaging,Low,-0.375,98
Very satisfied with service,Packaging,Low,0.444,58
"No issues, product is perfect",Packaging,Low,0.375,60
My order has no stock,Trade,Low,0.0,105
Everything is working fine,Packaging,Low,0.0,81
This is to inform you I used immunity booster and got allergy also immunity booster packaging was seal missing,Product,High,0.0,2
Nice experience overall,Packaging,Low,0.375,101
Nice experience overall,Product,Low,0.375,120
Facing issue Packaging is completely broken but immunity booster packaging was leaking frustrated respond fast,Packaging,High,-0.667,6
Good packaging and good quality,Product,Low,0.375,51
Product quality is very good,Packaging,Low,0.375,91
I want to complain weight loss supplement order not updated worst experience,Trade,Low,-0.545,75
Facing issue Received herbal capsules in leaking condition so This immunity booster feels not fresh angry this is not acceptable not good,Packaging,Medium,-0.545,13
Nice experience overall,Packaging,Low,0.375,119
I am happy with the product,Product,Low,0.444,76
I need help Packaging is completely seal missing plus I am facing price confusion extremely upset not good,Packaging,Medium,-0.375,26
Everything is working fine,Product,Low,0.0,100
Honestly This herbal capsules feels tastes bad worst experience urgent,Product,Medium,-0.643,23
Everything is working fine,Trade,Low,0.0,117
immunity booster is rotten reply fast,Product,Medium,0.0,17
This herbal capsules feels rotten urgent,Product,Medium,0.0,44
Very bad experience I used weight loss supplement and got burning sensation because Seal was already opened not happy please fix this,Product,Medium,-0.286,13
This is to inform you I used energy drink and got stomach pain frustrated need urgent help,Product,Medium,-0.375,41
This is to inform you I think weight loss supplement is contaminated because I got skin rash,Product,Medium,0.0,28
I need help Received vitamin tablets in broken condition,Packaging,Low,-0.375,99
"No issues, product is perfect",Trade,Low,0.375,91
Facing issue I am facing order not updated worst experience not good,Trade,Low,-0.615,113
Nice experience overall,Packaging,Low,0.375,69
I am facing price confusion not happy respond fast,Trade,Medium,0.167,25
I am happy with the product,Product,Low,0.444,93
Seal was leaking even This vitamin tablets feels low quality frustrated this is not acceptable urgent,Packaging,High,-0.375,6
Nice experience overall,Product,Low,0.375,58
Very bad experience Seal was wet plus Packaging is completely broken extremely upset urgent,Packaging,Medium,-0.643,27
"This is to inform you After using immunity booster, I faced nausea because There is late shipment for energy drink worst experience",Product,Medium,-0.615,35
Everything is working fine,Product,Low,0.0,57
I think protein powder is low quality because I got nausea very disappointed urgent,Product,Medium,-0.375,30
Honestly My order has order not updated also energy drink order not updated extremely upset reply fast,Trade,Low,-0.375,66
I used weight loss supplement and got skin rash extremely upset this is not acceptable very bad service,Product,Low,-0.545,97
protein powder is smells weird also protein powder order not updated not good,Product,Low,0.0,51
Product quality is very good,Product,Low,0.375,92
Honestly My order has price confusion very disappointed not good,Trade,Low,-0.375,62
energy drink is contaminated extremely upset,Product,Medium,-0.375,19
Seal was leaking,Packaging,Medium,0.0,17
Facing issue No response about late shipment extremely upset kindly resolve reply fast,Trade,Medium,-0.583,37
Very bad experience Received weight loss supplement in damaged condition worst experience,Packaging,Medium,-0.706,28
There is delivery delay for protein powder also I am facing late shipment,Trade,Medium,-0.444,19
I am happy with the product,Packaging,Low,0.444,63
Received energy drink in broken condition please fix this,Packaging,Low,-0.375,58
"Honestly After using herbal capsules, I faced allergy",Product,Medium,0.0,32
Packaging is completely leaking but I am facing order not updated,Packaging,Medium,0.0,25
I used protein powder and got stomach pain angry,Product,Low,-0.444,67
I want to complain protein powder order not updated frustrated urgent,Trade,Medium,-0.375,21
I want to complain herbal capsules is expired urgent,Product,High,0.0,10
protein powder order not updated even Received weight loss supplement in leaking condition worst experience reply fast,Trade,High,-0.545,7
"This is to inform you The box arrived seal missing even After using vitamin tablets, I faced allergy worst experience",Packaging,High,-0.545,3
Good packaging and good quality,Product,Low,0.375,82
Very bad experience I am facing no stock also This immunity booster feels expired frustrated please fix this,Trade,Medium,-0.545,45
Facing issue I am facing price confusion not happy,Trade,Low,-0.167,81
vitamin tablets is smells weird frustrated not good,Product,Low,-0.375,69
"herbal capsules order not updated so After using energy drink, I faced vomiting not happy",Trade,Medium,0.167,47
Packaging is completely torn need urgent help,Packaging,Low,0.0,69
Very satisfied with service,Packaging,Low,0.444,85
Facing issue Received protein powder in wet condition but immunity booster order not updated worst experience,Packaging,Low,-0.615,59
This is to inform you immunity booster order not updated,Trade,Low,0.0,84
"This is to inform you herbal capsules order not updated because After using herbal capsules, I faced headache worst experience please fix this very bad service",Trade,Low,-0.643,85
Very bad experience vitamin tablets packaging was seal missing even I used energy drink and got dizziness not good,Packaging,High,-0.375,4
"After using protein powder, I faced stomach pain not happy",Product,Low,0.167,110
No response about late shipment not happy this is not acceptable urgent,Trade,Medium,-0.167,16
The box arrived wet even No response about order not updated this is not acceptable very bad service,Packaging,Low,-0.375,83
Very bad experience The box arrived already opened so Received protein powder in wet condition,Packaging,Medium,-0.375,42
"My order has no stock and After using weight loss supplement, I faced skin rash pls help asap",Trade,Medium,0.0,42
energy drink is expired frustrated,Product,Medium,-0.375,34
This is to inform you weight loss supplement packaging was damaged plus I am facing late shipment,Packaging,Medium,-0.5,19
I want to complain The box arrived crushed please fix this,Packaging,Low,0.0,49
I want to complain No response about late shipment angry please fix this,Trade,Medium,-0.545,21
"After using weight loss supplement, I faced dizziness so No response about no stock frustrated",Product,Medium,-0.375,35
This is to inform you There is order not updated for energy drink not happy kindly resolve,Trade,Low,0.167,66
Very bad experience weight loss supplement order not updated frustrated kindly resolve pls help asap,Trade,Medium,-0.545,13
Honestly I used vitamin tablets and got allergy need urgent help reply fast,Product,High,0.0,7
I want to complain There is price confusion for immunity booster also Received herbal capsules in already opened condition frustrated,Trade,Medium,-0.375,24
energy drink packaging was leaking,Packaging,Medium,0.0,36
weight loss supplement is expired angry,Product,Medium,-0.444,35
Nice experience overall,Packaging,Low,0.375,91
Nice experience overall,Product,Low,0.375,72
I am happy with the product,Packaging,Low,0.444,97
Very bad experience The box arrived broken respond fast,Packaging,Medium,-0.545,43
Seal was wet so Seal was damaged,Packaging,Low,-0.375,65
I need help I am facing wrong billing very disappointed respond fast,Trade,Low,-0.375,55
Product quality is very good,Packaging,Low,0.375,120
Facing issue I think weight loss supplement is contaminated because I got allergy so There is late shipment for energy drink please fix this,Product,High,-0.444,3
I need help I think energy drink is fake because I got stomach pain plus I am facing wrong billing urgent,Product,High,-0.444,2
I am facing late shipment even No response about delivery delay angry respond fast,Trade,High,-0.615,9
This is to inform you vitamin tablets is not fresh because I used immunity booster and got dizziness very disappointed please fix this,Product,Medium,-0.375,26
The box arrived crushed extremely upset,Packaging,Low,-0.375,71
Seal was damaged plus The box arrived broken extremely upset reply fast,Packaging,Medium,-0.643,27
Very satisfied with service,Trade,Low,0.444,117
"I need help After using weight loss supplement, I faced nausea because After using weight loss supplement, I faced dizziness worst experience please fix this",Product,Medium,-0.545,28
Facing issue herbal capsules order not updated not happy need urgent help not good,Trade,Medium,0.286,13
The box arrived damaged because My order has late shipment,Packaging,Medium,-0.5,43
Seal was crushed respond fast,Packaging,Low,0.0,63
Received immunity booster in damaged condition worst experience urgent,Packaging,Medium,-0.643,21
This protein powder feels fake extremely upset kindly resolve,Product,Medium,-0.583,42
Product quality is very good,Trade,Low,0.375,99
Honestly I used protein powder and got skin rash,Product,Low,0.0,62
I need help No response about late shipment not happy,Trade,Medium,-0.167,36
I think energy drink is rotten because I got headache plus No response about delivery delay extremely upset respond fast,Product,High,-0.5,3
weight loss supplement is low quality also I used herbal capsules and got skin rash this is not acceptable,Product,Medium,0.0,21
energy drink order not updated even Received immunity booster in crushed condition very disappointed very bad service,Trade,Low,-0.545,62
Very satisfied with service,Packaging,Low,0.444,89
I need help vitamin tablets order not updated not good,Trade,Low,0.0,112
Very satisfied with service,Trade,Low,0.444,76
This is to inform you I think herbal capsules is fake because I got burning sensation extremely upset please fix this,Product,Medium,-0.583,14
Very bad experience No response about late shipment respond fast,Trade,Medium,-0.5,41
Delivery was fast and smooth,Packaging,Low,0.375,67
"No issues, product is perfect",Trade,Low,0.375,86
Very bad experience I am facing no stock but Packaging is completely already opened angry need urgent help,Trade,High,-0.583,9
This is to inform you I used protein powder and got stomach pain,Product,Low,0.0,62
Honestly herbal capsules order not updated need urgent help not good,Trade,Medium,0.0,34
Honestly I am facing no stock plus Seal was wet kindly resolve,Trade,Low,0.0,89
I need help Packaging is completely already opened even protein powder order not updated worst experience,Packaging,Medium,-0.545,47
Packaging is completely wet even I am facing wrong billing frustrated respond fast very bad service,Packaging,Low,-0.545,64
I want to complain Packaging is completely broken worst experience respond fast,Packaging,Medium,-0.643,46
My order has price confusion angry this is not acceptable very bad service,Trade,Low,-0.583,119
Very satisfied with service,Product,Low,0.444,83
"No issues, product is perfect",Trade,Low,0.375,77
Honestly The box arrived already opened,Packaging,Medium,0.0,43
Facing issue immunity booster order not updated and I am facing price confusion not happy,Trade,Low,-0.167,94
No response about delivery delay frustrated kindly resolve,Trade,Medium,-0.5,41
There is late shipment for vitamin tablets,Trade,Low,-0.286,114
Honestly My order has delivery delay plus Seal was leaking,Trade,High,-0.286,7
vitamin tablets packaging was broken also Packaging is completely torn angry,Packaging,Medium,-0.583,45
I think weight loss supplement is rotten because I got burning sensation this is not acceptable,Product,Medium,0.0,40
I need help The box arrived leaking extremely upset reply fast,Packaging,Medium,-0.375,31
Facing issue The box arrived broken very disappointed,Packaging,Medium,-0.667,37
I want to complain Seal was damaged kindly resolve,Packaging,Low,-0.375,58
Very satisfied with service,Product,Low,0.444,113
My order has price confusion,Trade,Low,0.0,115
"After using vitamin tablets, I faced vomiting worst experience",Product,High,-0.545,7
Delivery was fast and smooth,Trade,Medium,0.375,37
This vitamin tablets feels expired but vitamin tablets is expired extremely upset please fix this reply fast,Product,Medium,-0.375,47
Very satisfied with service,Trade,Low,0.444,70
immunity booster packaging was torn not happy,Packaging,Low,0.167,95
herbal capsules is contaminated even This vitamin tablets feels expired angry,Product,High,-0.444,9
Very bad experience immunity booster packaging was damaged need urgent help,Packaging,Medium,-0.545,13
vitamin tablets order not updated even My order has order not updated not good,Trade,Low,0.0,69
"This is to inform you After using immunity booster, I faced headache because protein powder is rotten extremely upset please fix this urgent",Product,Medium,-0.375,43
Product quality is very good,Packaging,Low,0.375,120
Delivery was fast and smooth,Product,Low,0.375,51
"Honestly After using immunity booster, I faced dizziness this is not acceptable",Product,Medium,0.0,29
This is to inform you vitamin tablets order not updated frustrated,Trade,Low,-0.375,104
"No issues, product is perfect",Packaging,Low,0.375,76
This is to inform you Seal was wet very bad service,Packaging,Low,-0.375,97
I want to complain protein powder order not updated even herbal capsules is fake,Trade,Medium,-0.444,18
My order has late shipment need urgent help,Trade,Medium,-0.286,43
energy drink order not updated worst experience respond fast,Trade,Medium,-0.545,48
Nice experience overall,Packaging,Low,0.375,68
Received immunity booster in crushed condition not happy,Packaging,Low,0.167,64
This vitamin tablets feels smells weird this is not acceptable,Product,Low,0.0,84
Delivery was fast and smooth,Trade,Low,0.375,81
herbal capsules is rotten reply fast,Product,Medium,0.0,22
I want to complain There is wrong billing for vitamin tablets urgent,Trade,Medium,0.0,33
Honestly My order has order not updated so Packaging is completely damaged worst experience,Trade,Medium,-0.643,31
"Honestly I used weight loss supplement and got headache because After using herbal capsules, I faced headache very disappointed this is not acceptable",Product,Low,-0.375,79
Honestly I think herbal capsules is contaminated because I got stomach pain because There is no stock for herbal capsules,Product,Medium,0.0,18
Very bad experience vitamin tablets packaging was seal missing even I used vitamin tablets and got burning sensation not happy,Packaging,Low,-0.286,69
Facing issue No response about wrong billing extremely upset,Trade,Low,-0.5,53
"Seal was leaking plus After using protein powder, I faced headache not happy",Packaging,Medium,0.167,30
I want to complain I think immunity booster is contaminated because I got vomiting kindly resolve,Product,High,0.0,10
I want to complain There is price confusion for herbal capsules also I think weight loss supplement is not fresh because I got nausea urgent,Trade,Medium,0.0,35
I need help vitamin tablets order not updated plus I am facing late shipment,Trade,Medium,-0.286,39
Very satisfied with service,Packaging,Low,0.444,50
Facing issue weight loss supplement is rotten worst experience kindly resolve,Product,Medium,-0.615,42
Facing issue Seal was damaged frustrated need urgent help,Packaging,Medium,-0.615,39
I am happy with the product,Packaging,Low,0.444,56
Received vitamin tablets in already opened condition,Packaging,Low,0.0,88
I want to complain protein powder is expired also This immunity booster feels expired,Product,Medium,0.0,45
I want to complain My order has wrong billing and This protein powder feels not fresh not happy,Trade,Low,0.167,83
Very bad experience Received herbal capsules in wet condition but Seal was wet angry,Packaging,Low,-0.583,50
This is to inform you I used herbal capsules and got allergy because Packaging is completely crushed angry please fix this,Product,Medium,-0.444,13
Everything is working fine,Product,Low,0.0,90
Honestly Received vitamin tablets in damaged condition also The box arrived broken extremely upset urgent,Packaging,High,-0.643,8
Very bad experience No response about delivery delay angry kindly resolve,Trade,Medium,-0.643,29
Packaging is completely seal missing very disappointed respond fast,Packaging,Medium,-0.375,38
This is to inform you I used vitamin tablets and got dizziness also weight loss supplement order not updated need urgent help,Product,High,0.0,3
Nice experience overall,Packaging,Low,0.375,63
Facing issue My order has price confusion and I used protein powder and got stomach pain,Trade,Low,-0.286,55
Everything is working fine,Packaging,Low,0.0,49
I want to complain weight loss supplement packaging was seal missing even No response about order not updated angry,Packaging,Medium,-0.444,20
Everything is working fine,Trade,Low,0.0,48
"This is to inform you herbal capsules order not updated plus After using protein powder, I faced stomach pain worst experience need urgent help",Trade,Medium,-0.545,13
I need help There is delivery delay for herbal capsules even My order has price confusion frustrated this is not acceptable,Trade,Medium,-0.5,31
Facing issue I am facing late shipment not happy kindly resolve reply fast,Trade,Medium,-0.375,25
Packaging is completely wet because weight loss supplement order not updated frustrated pls help asap,Packaging,Low,-0.375,119
This is to inform you immunity booster packaging was torn,Packaging,Low,0.0,89
I think herbal capsules is contaminated because I got burning sensation because Packaging is completely broken please fix this pls help asap,Product,High,-0.375,3
This is to inform you Packaging is completely leaking extremely upset this is not acceptable,Packaging,Medium,-0.375,24
This is to inform you I think vitamin tablets is low quality because I got nausea even This herbal capsules feels expired not happy,Product,Medium,0.167,37
"No issues, product is perfect",Packaging,Low,0.375,60
weight loss supplement packaging was torn because I think weight loss supplement is fake because I got headache worst experience this is not acceptable pls help asap,Packaging,High,-0.667,4
I need help This protein powder feels fake,Product,Medium,-0.444,22
Honestly The box arrived wet not good,Packaging,Low,0.0,55
I want to complain weight loss supplement order not updated plus I used protein powder and got nausea very bad service,Trade,Low,-0.375,90
Very bad experience My order has price confusion extremely upset pls help asap,Trade,Medium,-0.545,39
Delivery was fast and smooth,Trade,Low,0.375,81
I need help immunity booster order not updated worst experience,Trade,Low,-0.545,112
Everything is working fine,Trade,Low,0.0,71
Honestly This energy drink feels expired angry,Product,Medium,-0.444,16
This is to inform you weight loss supplement is expired this is not acceptable,Product,Medium,0.0,24
Received herbal capsules in broken condition,Packaging,Low,-0.375,86
Honestly Packaging is completely already opened plus Received herbal capsules in crushed condition worst experience please fix this,Packaging,Medium,-0.545,15
No response about no stock very bad service,Trade,Low,-0.375,99
My order has late shipment also vitamin tablets is fake very disappointed this is not acceptable,Trade,High,-0.643,2
Honestly The box arrived damaged extremely upset  urgent,Packaging,Medium,-0.545,24
I am happy with the product,Trade,Low,0.444,99
Nice experience overall,Trade,Low,0.375,77
I need help Packaging is completely wet angry pls help asap,Packaging,Medium,-0.444,13
Product quality is very good,Packaging,Low,0.375,103
The box arrived seal missing and I used energy drink and got skin rash need urgent help urgent,Packaging,Medium,0.0,48
Seal was already opened worst experience,Packaging,Medium,-0.545,36
Seal was broken but My order has price confusion,Packaging,Medium,-0.375,36
Very satisfied with service,Product,Low,0.444,118
Very bad experience I think protein powder is expired because I got burning sensation need urgent help not good,Product,High,-0.375,9
energy drink order not updated even Received immunity booster in crushed condition please fix this urgent,Trade,Medium,0.0,33
Everything is working fine,Product,Low,0.0,51
There is order not updated for weight loss supplement very disappointed,Trade,Low,-0.375,66
I need help herbal capsules order not updated so This vitamin tablets feels expired,Trade,Medium,0.0,15
immunity booster order not updated extremely upset,Trade,Low,-0.375,86
"After using vitamin tablets, I faced headache worst experience",Product,Low,-0.545,79
Good packaging and good quality,Product,Low,0.375,92
This is to inform you This herbal capsules feels rotten frustrated,Product,Medium,-0.375,13
I want to complain I used protein powder and got dizziness because I think herbal capsules is rotten because I got allergy frustrated,Product,High,-0.375,6
immunity booster packaging was wet but Packaging is completely wet reply fast,Packaging,Low,0.0,79
This is to inform you vitamin tablets order not updated not happy,Trade,Low,0.167,71
This weight loss supplement feels smells weird even I think energy drink is fake because I got skin rash this is not acceptable,Product,Medium,-0.444,24
Everything is working fine,Packaging,Low,0.0,108
I need help I think immunity booster is contaminated because I got allergy plus No response about no stock respond fast,Product,High,0.0,2
Facing issue vitamin tablets packaging was torn frustrated,Packaging,Low,-0.5,117
"After using protein powder, I faced burning sensation very disappointed this is not acceptable",Product,Low,-0.375,80
energy drink is not fresh and No response about order not updated angry please fix this,Product,Low,-0.444,66
Very satisfied with service,Packaging,Low,0.444,51
I think herbal capsules is contaminated because I got skin rash,Product,Medium,0.0,23
I am happy with the product,Product,Low,0.444,94
"No issues, product is perfect",Packaging,Low,0.375,85
"I need help No response about order not updated even After using immunity booster, I faced vomiting frustrated",Trade,Medium,-0.375,23
Very bad experience I used energy drink and got stomach pain extremely upset urgent,Product,Medium,-0.545,38
I think herbal capsules is expired because I got dizziness even No response about order not updated extremely upset need urgent help,Product,High,-0.375,10
This is to inform you My order has no stock,Trade,Low,0.0,105
I am facing late shipment but I used protein powder and got burning sensation not happy,Trade,Medium,-0.167,24
immunity booster order not updated worst experience this is not acceptable very bad service,Trade,Low,-0.643,67
I used immunity booster and got vomiting,Product,Medium,0.0,47
weight loss supplement is low quality worst experience,Product,Medium,-0.545,29
I want to complain Received energy drink in damaged condition so There is order not updated for protein powder angry  reply fast,Packaging,Medium,-0.583,18
There is late shipment for immunity booster need urgent help,Trade,Medium,-0.286,17
Very bad experience No response about delivery delay because No response about no stock not happy need urgent help,Trade,High,-0.444,8
Seal was wet because I think vitamin tablets is fake because I got stomach pain pls help asap,Packaging,High,-0.444,3
Received weight loss supplement in wet condition extremely upset  not good,Packaging,Low,-0.375,64
Facing issue I think energy drink is contaminated because I got nausea very disappointed,Product,Medium,-0.5,33
I am facing delivery delay and I used vitamin tablets and got headache please fix this,Trade,Low,-0.286,87
This immunity booster feels expired also Received herbal capsules in damaged condition not happy,Product,High,-0.286,3
The box arrived already opened extremely upset please fix this,Packaging,Medium,-0.375,17
This is to inform you No response about delivery delay,Trade,Medium,-0.286,47
This is to inform you This energy drink feels tastes bad plus This weight loss supplement feels not fresh this is not acceptable,Product,Low,-0.375,104
My order has order not updated kindly resolve,Trade,Low,0.0,105
Very bad experience No response about no stock frustrated,Trade,Low,-0.545,109
Delivery was fast and smooth,Trade,Medium,0.375,46
This energy drink feels expired need urgent help,Product,High,0.0,5
Facing issue I think herbal capsules is rotten because I got burning sensation so Received weight loss supplement in leaking condition not happy kindly resolve urgent,Product,High,-0.167,9
Everything is working fine,Trade,Low,0.0,104
I need help I used immunity booster and got vomiting plus The box arrived leaking extremely upset respond fast not good,Product,High,-0.375,7
energy drink packaging was leaking pls help asap,Packaging,Medium,0.0,14
Very bad experience My order has delivery delay not happy,Trade,Medium,-0.444,23
I think weight loss supplement is contaminated because I got headache extremely upset respond fast,Product,Medium,-0.375,38
I think weight loss supplement is low quality because I got burning sensation even Received energy drink in leaking condition extremely upset this is not acceptable,Product,High,-0.375,2
This is to inform you vitamin tablets is contaminated,Product,Medium,0.0,47
Received herbal capsules in seal missing condition worst experience respond fast urgent,Packaging,High,-0.545,3
protein powder packaging was wet worst experience  pls help asap,Packaging,Medium,-0.545,45
There is late shipment for vitamin tablets please fix this,Trade,Medium,-0.286,21
energy drink order not updated very disappointed,Trade,Low,-0.375,69
This is to inform you protein powder is not fresh even Received protein powder in wet condition frustrated,Product,Low,-0.375,105
Very bad experience Seal was broken also herbal capsules order not updated pls help asap,Packaging,Medium,-0.545,44
There is late shipment for energy drink and herbal capsules packaging was wet please fix this,Trade,Medium,-0.286,21
Packaging is completely wet please fix this,Packaging,Low,0.0,111
Very bad experience immunity booster packaging was crushed and The box arrived damaged pls help asap,Packaging,Medium,-0.545,40
I need help I am facing no stock because This immunity booster feels expired reply fast,Trade,High,0.0,9
I think protein powder is fake because I got vomiting plus No response about delivery delay kindly resolve reply fast,Product,High,-0.545,3
I used protein powder and got burning sensation but I am facing order not updated need urgent help reply fast,Product,Medium,0.0,30
"I need help protein powder order not updated even After using protein powder, I faced burning sensation this is not acceptable",Trade,Low,0.0,75
I need help vitamin tablets packaging was leaking even No response about wrong billing extremely upset,Packaging,Medium,-0.375,26
I want to complain energy drink is smells weird even Received weight loss supplement in damaged condition extremely upset pls help asap,Product,Medium,-0.545,23
Facing issue herbal capsules is low quality because energy drink order not updated this is not acceptable,Product,Low,-0.286,104
"After using vitamin tablets, I faced nausea even energy drink packaging was crushed worst experience need urgent help very bad service",Product,Medium,-0.643,12
I think protein powder is fake because I got allergy and I used immunity booster and got nausea angry pls help asap,Product,High,-0.615,7
I want to complain This weight loss supplement feels fake need urgent help,Product,High,-0.444,7
Seal was wet,Packaging,Low,0.0,50
Everything is working fine,Trade,Low,0.0,58
This is to inform you I think energy drink is contaminated because I got dizziness angry,Product,High,-0.444,3
Facing issue There is no stock for weight loss supplement extremely upset pls help asap,Trade,Medium,-0.5,43
I want to complain I think immunity booster is not fresh because I got burning sensation please fix this reply fast,Product,Low,0.0,65
Product quality is very good,Packaging,Low,0.375,84
There is price confusion for vitamin tablets pls help asap,Trade,Medium,0.0,23
I need help Received weight loss supplement in damaged condition worst experience please fix this urgent,Packaging,Medium,-0.643,45
Nice experience overall,Trade,Low,0.375,79
Good packaging and good quality,Packaging,Low,0.375,81
Product quality is very good,Trade,Low,0.375,72
Very satisfied with service,Packaging,Low,0.444,109
This is to inform you There is no stock for immunity booster so There is no stock for protein powder,Trade,Low,0.0,52
Product quality is very good,Trade,Low,0.375,117
Product quality is very good,Product,Low,0.375,57
vitamin tablets order not updated,Trade,Low,0.0,62
weight loss supplement is expired also herbal capsules order not updated pls help asap,Product,Medium,0.0,42
Received vitamin tablets in leaking condition not happy this is not acceptable,Packaging,Low,0.167,108
"After using herbal capsules, I faced burning sensation also After using immunity booster, I faced headache",Product,Low,0.0,78
Honestly There is no stock for herbal capsules and I think immunity booster is contaminated because I got stomach pain kindly resolve urgent,Trade,High,0.0,2
Delivery was fast and smooth,Trade,Medium,0.375,15
There is late shipment for protein powder also Received weight loss supplement in wet condition frustrated respond fast very bad service,Trade,Medium,-0.615,39
I think weight loss supplement is expired because I got dizziness because Packaging is completely torn frustrated,Product,High,-0.375,2
This is to inform you energy drink is expired also weight loss supplement packaging was torn frustrated this is not acceptable,Product,Medium,-0.375,30
I am happy with the product,Trade,Low,0.444,71
I want to complain No response about wrong billing even This energy drink feels low quality extremely upset pls help asap,Trade,Medium,-0.375,24
Received weight loss supplement in seal missing condition even No response about price confusion kindly resolve,Packaging,Medium,0.0,29
There is no stock for energy drink worst experience respond fast very bad service,Trade,Medium,-0.643,15
Nice experience overall,Product,Low,0.375,89
weight loss supplement order not updated because vitamin tablets order not updated angry need urgent help,Trade,Medium,-0.444,43
This is to inform you Received herbal capsules in leaking condition also I think energy drink is expired because I got dizziness very bad service,Packaging,High,-0.375,7
Facing issue There is order not updated for herbal capsules and Seal was broken extremely upset,Trade,Low,-0.667,107
This is to inform you protein powder order not updated this is not acceptable,Trade,Low,0.0,90
Honestly My order has wrong billing frustrated,Trade,Low,-0.375,86
Facing issue Packaging is completely seal missing because vitamin tablets order not updated frustrated,Packaging,Medium,-0.5,12
Everything is working fine,Trade,Low,0.0,59
Everything is working fine,Product,Low,0.0,51
Everything is working fine,Trade,Low,0.0,89
"Very bad experience After using energy drink, I faced skin rash very disappointed please fix this",Product,Low,-0.545,59
This is to inform you weight loss supplement is not fresh very disappointed,Product,Low,-0.375,98
weight loss supplement order not updated angry need urgent help not good,Trade,Medium,-0.444,17
I want to complain I am facing price confusion but My order has price confusion need urgent help reply fast,Trade,Medium,0.0,18
My order has late shipment also This protein powder feels expired respond fast,Trade,High,-0.286,7
I want to complain Seal was wet even I used herbal capsules and got stomach pain kindly resolve,Packaging,Low,0.0,100
I need help I think immunity booster is fake because I got skin rash,Product,Medium,-0.444,38
Delivery was fast and smooth,Product,Medium,0.375,42
Everything is working fine,Product,Low,0.0,52
I want to complain Seal was torn extremely upset please fix this reply fast,Packaging,Low,-0.375,54
This is to inform you There is delivery delay for weight loss supplement very disappointed kindly resolve,Trade,Medium,-0.5,21
Honestly This immunity booster feels tastes bad worst experience,Product,Low,-0.643,59
Nice experience overall,Product,Low,0.375,74
This is to inform you vitamin tablets order not updated also I think herbal capsules is smells weird because I got allergy,Trade,Medium,0.0,37
I want to complain vitamin tablets packaging was wet angry kindly resolve very bad service,Packaging,Low,-0.583,117
Received energy drink in leaking condition please fix this,Packaging,Low,0.0,86
I am happy with the product,Packaging,Low,0.444,69
This is to inform you I used vitamin tablets and got burning sensation,Product,Low,0.0,50
"After using immunity booster, I faced headache angry not good",Product,Low,-0.444,119
There is late shipment for energy drink plus Received protein powder in crushed condition,Trade,Medium,-0.286,17
I want to complain Packaging is completely seal missing kindly resolve,Packaging,Medium,0.0,27
Honestly The box arrived leaking also My order has late shipment frustrated kindly resolve,Packaging,High,-0.5,6
I think immunity booster is expired because I got allergy not good,Product,High,0.0,4
I need help Received weight loss supplement in already opened condition because I am facing order not updated not happy urgent,Packaging,Medium,0.167,46
Received herbal capsules in torn condition even I used protein powder and got headache respond fast,Packaging,Low,0.0,95
Seal was wet reply fast,Packaging,Low,0.0,53
Honestly I am facing wrong billing,Trade,Low,0.0,113
I want to complain Packaging is completely torn extremely upset this is not acceptable,Packaging,Low,-0.375,57
Seal was broken,Packaging,Low,-0.375,54
Seal was already opened so My order has late shipment worst experience,Packaging,High,-0.615,5
I need help The box arrived already opened plus My order has delivery delay this is not acceptable pls help asap,Packaging,High,-0.286,6
I think energy drink is smells weird because I got allergy very disappointed,Product,Medium,-0.375,24
Seal was already opened because herbal capsules is contaminated angry,Packaging,High,-0.444,4
I want to complain I think protein powder is expired because I got skin rash extremely upset,Product,Medium,-0.375,32
I am facing late shipment so The box arrived torn extremely upset kindly resolve very bad service,Trade,Medium,-0.615,33
My order has delivery delay,Trade,Low,-0.286,65
Very bad experience No response about order not updated but My order has delivery delay frustrated kindly resolve not good,Trade,Low,-0.615,88
I need help Seal was leaking angry respond fast pls help asap,Packaging,High,-0.444,2
I am facing price confusion not happy,Trade,Low,0.167,68
I need help No response about wrong billing also Packaging is completely leaking angry please fix this,Trade,Medium,-0.444,27
"Facing issue After using energy drink, I faced dizziness even This immunity booster feels expired please fix this",Product,High,-0.286,10
I used vitamin tablets and got headache frustrated,Product,Low,-0.375,61
Very bad experience This immunity booster feels not fresh angry,Product,Low,-0.583,95
"After using protein powder, I faced headache very disappointed",Product,Low,-0.375,97
I want to complain protein powder packaging was wet not happy kindly resolve,Packaging,Low,0.167,109
immunity booster order not updated because I think weight loss supplement is rotten because I got burning sensation,Trade,Medium,0.0,20
"Facing issue After using immunity booster, I faced stomach pain angry",Product,Low,-0.545,119
